,facebook_chat.pcap
2286,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2287,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2288,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2289,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2290,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2291,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2292,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2293,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2294,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2295,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2296,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2297,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2298,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2299,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2300,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2301,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2302,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2303,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2304,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2305,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2306,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2307,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2308,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2309,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2310,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2311,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2312,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2313,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2314,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2315,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2316,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2317,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2318,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2319,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2320,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2321,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2322,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2323,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2324,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2325,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2326,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2327,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2328,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2329,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2330,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2331,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2332,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2333,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2334,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2335,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2336,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2337,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2338,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2339,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2340,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2341,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2342,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2343,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2344,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2345,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2346,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2347,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2348,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2349,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2350,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2351,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2352,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2353,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2354,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2355,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2356,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2357,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2358,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2359,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2360,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2361,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2362,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2363,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2364,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2365,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2366,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2367,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2368,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2369,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2370,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2371,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2372,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2373,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2374,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2375,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2376,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2377,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2378,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2379,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2380,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2381,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2382,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2383,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2384,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2385,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2386,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2387,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2388,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2389,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2390,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2391,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2392,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2393,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2394,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2395,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2396,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2397,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2398,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2399,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2400,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2401,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2402,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2403,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2404,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2405,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2406,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2407,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2408,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2409,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2410,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2411,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2412,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2413,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2414,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2415,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2416,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2417,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2418,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2419,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2420,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2421,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2422,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2423,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2424,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2425,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2426,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2427,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2428,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2429,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2430,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2431,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2432,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2433,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2434,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2435,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2436,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2437,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2438,"['10.152.152.11', 33799, '104.86.110.33', 443]"
2439,"['10.152.152.11', 33801, '104.86.110.33', 443]"
2440,"['104.86.110.33', 443, '10.152.152.11', 33799]"
2441,"['104.86.110.33', 443, '10.152.152.11', 33801]"
2442,"['10.152.152.11', 33804, '104.86.110.33', 443]"
2443,"['10.152.152.11', 33806, '104.86.110.33', 443]"
2444,"['104.86.110.33', 443, '10.152.152.11', 33804]"
2445,"['104.86.110.33', 443, '10.152.152.11', 33806]"
2446,"['10.152.152.11', 39920, '46.229.224.44', 443]"
2447,"['10.152.152.11', 50199, '2.16.162.51', 443]"
2448,"['46.229.224.44', 443, '10.152.152.11', 39920]"
2449,"['2.16.162.51', 443, '10.152.152.11', 50199]"
2450,"['10.152.152.11', 33807, '104.86.110.33', 443]"
2451,"['104.86.110.33', 443, '10.152.152.11', 33807]"
2452,"['10.152.152.11', 33809, '104.86.110.33', 443]"
2453,"['104.86.110.33', 443, '10.152.152.11', 33809]"
2454,"['10.152.152.11', 33796, '104.86.110.33', 443]"
2455,"['104.86.110.33', 443, '10.152.152.11', 33796]"
2456,"['10.152.152.11', 33797, '104.86.110.33', 443]"
2457,"['104.86.110.33', 443, '10.152.152.11', 33797]"
2458,"['10.152.152.11', 33802, '104.86.110.33', 443]"
2459,"['104.86.110.33', 443, '10.152.152.11', 33802]"
2460,"['10.152.152.11', 34927, '173.194.204.188', 5228]"
2461,"['173.194.204.188', 5228, '10.152.152.11', 34927]"
2462,"['173.194.204.188', 5228, '10.152.152.11', 34927]"
2463,"['10.152.152.11', 34927, '173.194.204.188', 5228]"
2464,"['46.229.224.44', 443, '10.152.152.11', 39920]"
2465,"['10.152.152.11', 39920, '46.229.224.44', 443]"
2466,"['46.229.224.44', 443, '10.152.152.11', 39920]"
2467,"['10.152.152.11', 39920, '46.229.224.44', 443]"
2468,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2469,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2470,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2471,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2472,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2473,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2474,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2475,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2476,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2477,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2478,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2479,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2480,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2481,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2482,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2483,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2484,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2485,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2486,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2487,"['10.152.152.11', 33799, '104.86.110.33', 443]"
2488,"['10.152.152.11', 33801, '104.86.110.33', 443]"
2489,"['104.86.110.33', 443, '10.152.152.11', 33799]"
2490,"['104.86.110.33', 443, '10.152.152.11', 33801]"
2491,"['10.152.152.11', 33804, '104.86.110.33', 443]"
2492,"['10.152.152.11', 33806, '104.86.110.33', 443]"
2493,"['104.86.110.33', 443, '10.152.152.11', 33804]"
2494,"['104.86.110.33', 443, '10.152.152.11', 33806]"
2495,"['10.152.152.11', 50199, '2.16.162.51', 443]"
2496,"['2.16.162.51', 443, '10.152.152.11', 50199]"
2497,"['10.152.152.11', 33807, '104.86.110.33', 443]"
2498,"['104.86.110.33', 443, '10.152.152.11', 33807]"
2499,"['10.152.152.11', 33809, '104.86.110.33', 443]"
2500,"['104.86.110.33', 443, '10.152.152.11', 33809]"
2501,"['10.152.152.11', 33796, '104.86.110.33', 443]"
2502,"['104.86.110.33', 443, '10.152.152.11', 33796]"
2503,"['10.152.152.11', 33797, '104.86.110.33', 443]"
2504,"['104.86.110.33', 443, '10.152.152.11', 33797]"
2505,"['104.86.110.33', 443, '10.152.152.11', 33799]"
2506,"['10.152.152.11', 33799, '104.86.110.33', 443]"
2507,"['104.86.110.33', 443, '10.152.152.11', 33799]"
2508,"['10.152.152.11', 33799, '104.86.110.33', 443]"
2509,"['104.86.110.33', 443, '10.152.152.11', 33799]"
2510,"['104.86.110.33', 443, '10.152.152.11', 33806]"
2511,"['10.152.152.11', 33806, '104.86.110.33', 443]"
2512,"['104.86.110.33', 443, '10.152.152.11', 33806]"
2513,"['10.152.152.11', 33806, '104.86.110.33', 443]"
2514,"['10.152.152.11', 33802, '104.86.110.33', 443]"
2515,"['104.86.110.33', 443, '10.152.152.11', 33802]"
2516,"['10.152.152.11', 34927, '173.194.204.188', 5228]"
2517,"['173.194.204.188', 5228, '10.152.152.11', 34927]"
2518,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2519,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2520,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2521,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2522,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2523,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2524,"['10.152.152.11', 33806, '104.86.110.33', 443]"
2525,"['104.86.110.33', 443, '10.152.152.11', 33806]"
2526,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2527,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2528,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2529,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2530,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2531,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2532,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2533,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2534,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2535,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2536,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2537,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2538,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2539,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2540,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2541,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2542,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2543,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2544,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2545,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2546,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2547,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2548,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2549,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2550,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2551,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2552,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2553,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2554,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2555,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2556,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2557,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2558,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2559,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2560,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2561,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2562,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2563,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2564,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2565,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2566,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2567,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2568,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2569,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2570,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2571,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2572,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2573,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2574,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2575,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2576,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2577,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2578,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2579,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2580,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2581,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2582,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2583,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2584,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2585,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2586,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2587,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2588,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2589,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2590,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2591,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2592,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2593,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2594,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2595,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2596,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2597,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2598,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2599,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2600,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2601,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2602,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2603,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2604,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2605,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2606,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2607,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2608,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2609,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2610,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2611,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2612,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2613,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2614,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2615,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2616,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2617,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2618,"['66.220.158.19', 443, '10.152.152.11', 33650]"
2619,"['10.152.152.11', 33650, '66.220.158.19', 443]"
2620,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2621,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2622,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2623,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2624,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2625,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2626,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2627,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2628,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2629,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2630,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2631,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2632,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2633,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
2634,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2635,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2636,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2637,"['10.152.152.11', 34010, '31.13.93.3', 443]"
2638,"['31.13.93.3', 443, '10.152.152.11', 34010]"
2639,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
2640,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2641,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2642,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2643,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2644,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2645,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2646,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2647,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2648,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2649,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2650,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2651,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2652,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2653,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2654,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2655,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2656,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2657,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2658,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2659,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2660,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2661,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2662,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2663,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2664,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2665,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2666,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2667,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2668,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2669,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2670,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2671,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2672,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2673,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2674,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2675,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2676,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2677,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2678,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2679,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2680,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2681,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2682,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2683,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2684,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2685,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2686,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2687,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2688,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2689,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2690,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2691,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2692,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
2693,"['10.152.152.11', 39505, '74.125.136.136', 443]"
2694,"['74.125.136.136', 443, '10.152.152.11', 39505]"
2695,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
2696,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2697,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2698,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2699,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2700,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2701,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2702,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2703,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2704,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2705,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2706,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2707,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2708,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2709,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2710,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2711,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2712,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2713,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2714,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2715,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2716,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2717,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2718,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2719,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2720,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2721,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2722,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2723,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2724,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2725,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2726,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2727,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2728,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2729,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2730,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2731,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2732,"['173.194.65.138', 443, '10.152.152.11', 45094]"
2733,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2734,"['10.152.152.11', 45094, '173.194.65.138', 443]"
2735,"['173.194.65.138', 443, '10.152.152.11', 45094]"
