,browsing2-2.pcap
13651,"['10.152.152.11', 50284, '173.241.250.219', 80]"
13652,"['173.241.250.219', 80, '10.152.152.11', 50284]"
13653,"['10.152.152.11', 60042, '46.134.193.35', 80]"
13654,"['46.134.193.35', 80, '10.152.152.11', 60042]"
13655,"['10.152.152.11', 57742, '23.35.109.37', 80]"
13656,"['23.35.109.37', 80, '10.152.152.11', 57742]"
13657,"['10.152.152.11', 33073, '52.90.81.241', 80]"
13658,"['52.90.81.241', 80, '10.152.152.11', 33073]"
13659,"['10.152.152.11', 40669, '185.31.17.175', 80]"
13660,"['185.31.17.175', 80, '10.152.152.11', 40669]"
13661,"['10.152.152.11', 43396, '185.57.60.185', 80]"
13662,"['185.57.60.185', 80, '10.152.152.11', 43396]"
13663,"['10.152.152.11', 38272, '192.230.68.216', 80]"
13664,"['192.230.68.216', 80, '10.152.152.11', 38272]"
13665,"['10.152.152.11', 42554, '54.169.46.48', 80]"
13666,"['54.169.46.48', 80, '10.152.152.11', 42554]"
13667,"['10.152.152.11', 53731, '173.194.116.173', 443]"
13668,"['173.194.116.173', 443, '10.152.152.11', 53731]"
13669,"['173.194.116.173', 443, '10.152.152.11', 53731]"
13670,"['10.152.152.11', 53731, '173.194.116.173', 443]"
13671,"['10.152.152.11', 60928, '131.202.240.56', 80]"
13672,"['131.202.240.56', 80, '10.152.152.11', 60928]"
13673,"['10.152.152.11', 43167, '173.194.112.185', 80]"
13674,"['173.194.112.185', 80, '10.152.152.11', 43167]"
13675,"['10.152.152.11', 42579, '54.169.46.48', 80]"
13676,"['54.169.46.48', 80, '10.152.152.11', 42579]"
13677,"['10.152.152.11', 43320, '46.137.81.30', 80]"
13678,"['10.152.152.11', 56669, '46.228.164.13', 80]"
13679,"['46.137.81.30', 80, '10.152.152.11', 43320]"
13680,"['46.228.164.13', 80, '10.152.152.11', 56669]"
13681,"['10.152.152.11', 53155, '54.72.194.249', 80]"
13682,"['54.72.194.249', 80, '10.152.152.11', 53155]"
13683,"['10.152.152.11', 42409, '72.21.202.25', 80]"
13684,"['72.21.202.25', 80, '10.152.152.11', 42409]"
13685,"['10.152.152.11', 53156, '54.72.194.249', 80]"
13686,"['54.72.194.249', 80, '10.152.152.11', 53156]"
13687,"['10.152.152.11', 48307, '2.20.188.186', 80]"
13688,"['2.20.188.186', 80, '10.152.152.11', 48307]"
13689,"['10.152.152.11', 60927, '131.202.240.56', 80]"
13690,"['131.202.240.56', 80, '10.152.152.11', 60927]"
13691,"['10.152.152.11', 47651, '50.31.164.174', 80]"
13692,"['50.31.164.174', 80, '10.152.152.11', 47651]"
13693,"['10.152.152.11', 43286, '173.194.112.185', 80]"
13694,"['173.194.112.185', 80, '10.152.152.11', 43286]"
13695,"['10.152.152.11', 43397, '185.57.60.185', 80]"
13696,"['185.57.60.185', 80, '10.152.152.11', 43397]"
13697,"['10.152.152.11', 33398, '54.230.10.248', 443]"
13698,"['54.230.10.248', 443, '10.152.152.11', 33398]"
13699,"['10.152.152.11', 34789, '173.241.250.221', 80]"
13700,"['173.241.250.221', 80, '10.152.152.11', 34789]"
13701,"['10.152.152.11', 43381, '54.230.14.247', 80]"
13702,"['54.230.14.247', 80, '10.152.152.11', 43381]"
13703,"['10.152.152.11', 57365, '173.241.250.212', 80]"
13704,"['173.241.250.212', 80, '10.152.152.11', 57365]"
13705,"['10.152.152.11', 43379, '54.230.14.247', 80]"
13706,"['54.230.14.247', 80, '10.152.152.11', 43379]"
13707,"['10.152.152.11', 34790, '173.241.250.221', 80]"
13708,"['173.241.250.221', 80, '10.152.152.11', 34790]"
13709,"['10.152.152.11', 59199, '104.244.43.236', 80]"
13710,"['10.152.152.11', 59292, '46.228.164.11', 80]"
13711,"['10.152.152.11', 43380, '54.230.14.247', 80]"
13712,"['10.152.152.11', 43376, '54.230.14.247', 80]"
13713,"['104.244.43.236', 80, '10.152.152.11', 59199]"
13714,"['46.228.164.11', 80, '10.152.152.11', 59292]"
13715,"['54.230.14.247', 80, '10.152.152.11', 43380]"
13716,"['54.230.14.247', 80, '10.152.152.11', 43376]"
13717,"['10.152.152.11', 43377, '54.230.14.247', 80]"
13718,"['54.230.14.247', 80, '10.152.152.11', 43377]"
13719,"['10.152.152.11', 43378, '54.230.14.247', 80]"
13720,"['54.230.14.247', 80, '10.152.152.11', 43378]"
13721,"['10.152.152.11', 59261, '46.228.164.11', 80]"
13722,"['46.228.164.11', 80, '10.152.152.11', 59261]"
13723,"['10.152.152.11', 54721, '54.221.220.140', 80]"
13724,"['54.221.220.140', 80, '10.152.152.11', 54721]"
13725,"['10.152.152.11', 55632, '54.240.160.165', 80]"
13726,"['54.240.160.165', 80, '10.152.152.11', 55632]"
13727,"['10.152.152.11', 50658, '52.21.118.252', 80]"
13728,"['52.21.118.252', 80, '10.152.152.11', 50658]"
13729,"['10.152.152.11', 44738, '2.20.189.9', 80]"
13730,"['2.20.189.9', 80, '10.152.152.11', 44738]"
13731,"['10.152.152.11', 60353, '52.70.118.59', 80]"
13732,"['52.70.118.59', 80, '10.152.152.11', 60353]"
13733,"['10.152.152.11', 40511, '192.230.82.43', 80]"
13734,"['192.230.82.43', 80, '10.152.152.11', 40511]"
13735,"['10.152.152.11', 43321, '46.137.81.30', 80]"
13736,"['46.137.81.30', 80, '10.152.152.11', 43321]"
13737,"['10.152.152.11', 57795, '173.241.248.220', 80]"
13738,"['173.241.248.220', 80, '10.152.152.11', 57795]"
13739,"['10.152.152.11', 56274, '54.251.136.58', 80]"
13740,"['10.152.152.11', 56277, '54.251.136.58', 80]"
13741,"['54.251.136.58', 80, '10.152.152.11', 56274]"
13742,"['54.251.136.58', 80, '10.152.152.11', 56277]"
13743,"['10.152.152.11', 56278, '54.251.136.58', 80]"
13744,"['54.251.136.58', 80, '10.152.152.11', 56278]"
13745,"['10.152.152.11', 56273, '54.251.136.58', 80]"
13746,"['54.251.136.58', 80, '10.152.152.11', 56273]"
13747,"['10.152.152.11', 40508, '192.230.82.43', 80]"
13748,"['192.230.82.43', 80, '10.152.152.11', 40508]"
13749,"['10.152.152.11', 42308, '46.4.104.106', 80]"
13750,"['46.4.104.106', 80, '10.152.152.11', 42308]"
13751,"['10.152.152.11', 56275, '54.251.136.58', 80]"
13752,"['54.251.136.58', 80, '10.152.152.11', 56275]"
13753,"['10.152.152.11', 43282, '173.194.112.185', 80]"
13754,"['173.194.112.185', 80, '10.152.152.11', 43282]"
13755,"['10.152.152.11', 43266, '173.194.112.185', 80]"
13756,"['173.194.112.185', 80, '10.152.152.11', 43266]"
13757,"['10.152.152.11', 42554, '54.169.46.48', 80]"
13758,"['54.169.46.48', 80, '10.152.152.11', 42554]"
13759,"['10.152.152.11', 42554, '54.169.46.48', 80]"
13760,"['10.152.152.11', 56221, '198.47.127.11', 80]"
13761,"['198.47.127.11', 80, '10.152.152.11', 56221]"
13762,"['10.152.152.11', 43281, '173.194.112.185', 80]"
13763,"['173.194.112.185', 80, '10.152.152.11', 43281]"
13764,"['10.152.152.11', 56276, '54.251.136.58', 80]"
13765,"['54.251.136.58', 80, '10.152.152.11', 56276]"
13766,"['10.152.152.11', 53416, '23.14.95.99', 80]"
13767,"['23.14.95.99', 80, '10.152.152.11', 53416]"
13768,"['10.152.152.11', 53205, '72.21.81.253', 80]"
13769,"['72.21.81.253', 80, '10.152.152.11', 53205]"
13770,"['10.152.152.11', 42409, '72.21.202.25', 80]"
13771,"['72.21.202.25', 80, '10.152.152.11', 42409]"
13772,"['10.152.152.11', 42409, '72.21.202.25', 80]"
13773,"['10.152.152.11', 48325, '2.20.188.186', 80]"
13774,"['2.20.188.186', 80, '10.152.152.11', 48325]"
13775,"['10.152.152.11', 53207, '72.21.81.253', 80]"
13776,"['72.21.81.253', 80, '10.152.152.11', 53207]"
13777,"['10.152.152.11', 60037, '46.134.193.35', 80]"
13778,"['46.134.193.35', 80, '10.152.152.11', 60037]"
13779,"['10.152.152.11', 49012, '23.14.95.96', 80]"
13780,"['23.14.95.96', 80, '10.152.152.11', 49012]"
13781,"['10.152.152.11', 37019, '173.194.116.141', 80]"
13782,"['173.194.116.141', 80, '10.152.152.11', 37019]"
13783,"['10.152.152.11', 39132, '185.31.17.249', 80]"
13784,"['185.31.17.249', 80, '10.152.152.11', 39132]"
13785,"['10.152.152.11', 33398, '54.230.10.248', 443]"
13786,"['10.152.152.11', 33398, '54.230.10.248', 443]"
13787,"['54.230.10.248', 443, '10.152.152.11', 33398]"
13788,"['54.230.10.248', 443, '10.152.152.11', 33398]"
13789,"['10.152.152.11', 33398, '54.230.10.248', 443]"
13790,"['10.152.152.11', 53204, '72.21.81.253', 80]"
13791,"['72.21.81.253', 80, '10.152.152.11', 53204]"
13792,"['10.152.152.11', 50256, '173.241.250.219', 80]"
13793,"['173.241.250.219', 80, '10.152.152.11', 50256]"
13794,"['10.152.152.11', 40800, '23.23.164.218', 80]"
13795,"['23.23.164.218', 80, '10.152.152.11', 40800]"
13796,"['10.152.152.11', 53206, '72.21.81.253', 80]"
13797,"['72.21.81.253', 80, '10.152.152.11', 53206]"
13798,"['10.152.152.11', 38918, '173.194.116.131', 80]"
13799,"['173.194.116.131', 80, '10.152.152.11', 38918]"
13800,"['10.152.152.11', 47609, '104.16.87.26', 80]"
13801,"['104.16.87.26', 80, '10.152.152.11', 47609]"
13802,"['10.152.152.11', 52018, '23.14.95.106', 80]"
13803,"['23.14.95.106', 80, '10.152.152.11', 52018]"
13804,"['10.152.152.11', 44793, '2.20.189.9', 80]"
13805,"['2.20.189.9', 80, '10.152.152.11', 44793]"
13806,"['10.152.152.11', 55632, '54.240.160.165', 80]"
13807,"['10.152.152.11', 40511, '192.230.82.43', 80]"
13808,"['54.240.160.165', 80, '10.152.152.11', 55632]"
13809,"['10.152.152.11', 55632, '54.240.160.165', 80]"
13810,"['192.230.82.43', 80, '10.152.152.11', 40511]"
13811,"['10.152.152.11', 40511, '192.230.82.43', 80]"
13812,"['10.152.152.11', 42591, '208.100.17.174', 80]"
13813,"['208.100.17.174', 80, '10.152.152.11', 42591]"
13814,"['10.152.152.11', 50284, '173.241.250.219', 80]"
13815,"['173.241.250.219', 80, '10.152.152.11', 50284]"
13816,"['10.152.152.11', 60042, '46.134.193.35', 80]"
13817,"['46.134.193.35', 80, '10.152.152.11', 60042]"
13818,"['10.152.152.11', 49830, '173.194.65.156', 443]"
13819,"['173.194.65.156', 443, '10.152.152.11', 49830]"
13820,"['10.152.152.11', 57742, '23.35.109.37', 80]"
13821,"['23.35.109.37', 80, '10.152.152.11', 57742]"
13822,"['173.194.65.156', 443, '10.152.152.11', 49830]"
13823,"['10.152.152.11', 49830, '173.194.65.156', 443]"
13824,"['10.152.152.11', 33073, '52.90.81.241', 80]"
13825,"['52.90.81.241', 80, '10.152.152.11', 33073]"
13826,"['10.152.152.11', 40669, '185.31.17.175', 80]"
13827,"['185.31.17.175', 80, '10.152.152.11', 40669]"
13828,"['10.152.152.11', 43396, '185.57.60.185', 80]"
13829,"['185.57.60.185', 80, '10.152.152.11', 43396]"
13830,"['10.152.152.11', 38272, '192.230.68.216', 80]"
13831,"['192.230.68.216', 80, '10.152.152.11', 38272]"
13832,"['10.152.152.11', 60928, '131.202.240.56', 80]"
13833,"['131.202.240.56', 80, '10.152.152.11', 60928]"
13834,"['10.152.152.11', 40508, '192.230.82.43', 80]"
13835,"['192.230.82.43', 80, '10.152.152.11', 40508]"
13836,"['10.152.152.11', 40508, '192.230.82.43', 80]"
13837,"['10.152.152.11', 43167, '173.194.112.185', 80]"
13838,"['173.194.112.185', 80, '10.152.152.11', 43167]"
13839,"['10.152.152.11', 42579, '54.169.46.48', 80]"
13840,"['54.169.46.48', 80, '10.152.152.11', 42579]"
13841,"['10.152.152.11', 43320, '46.137.81.30', 80]"
13842,"['10.152.152.11', 56669, '46.228.164.13', 80]"
13843,"['46.137.81.30', 80, '10.152.152.11', 43320]"
13844,"['46.228.164.13', 80, '10.152.152.11', 56669]"
13845,"['10.152.152.11', 53155, '54.72.194.249', 80]"
13846,"['54.72.194.249', 80, '10.152.152.11', 53155]"
13847,"['10.152.152.11', 53156, '54.72.194.249', 80]"
13848,"['54.72.194.249', 80, '10.152.152.11', 53156]"
13849,"['10.152.152.11', 48307, '2.20.188.186', 80]"
13850,"['2.20.188.186', 80, '10.152.152.11', 48307]"
13851,"['10.152.152.11', 60927, '131.202.240.56', 80]"
13852,"['131.202.240.56', 80, '10.152.152.11', 60927]"
13853,"['10.152.152.11', 47651, '50.31.164.174', 80]"
13854,"['50.31.164.174', 80, '10.152.152.11', 47651]"
13855,"['10.152.152.11', 43397, '185.57.60.185', 80]"
13856,"['10.152.152.11', 43286, '173.194.112.185', 80]"
13857,"['185.57.60.185', 80, '10.152.152.11', 43397]"
13858,"['173.194.112.185', 80, '10.152.152.11', 43286]"
13859,"['10.152.152.11', 34789, '173.241.250.221', 80]"
13860,"['173.241.250.221', 80, '10.152.152.11', 34789]"
13861,"['10.152.152.11', 43381, '54.230.14.247', 80]"
13862,"['54.230.14.247', 80, '10.152.152.11', 43381]"
13863,"['10.152.152.11', 57365, '173.241.250.212', 80]"
13864,"['173.241.250.212', 80, '10.152.152.11', 57365]"
13865,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
13866,"['10.152.152.11', 40800, '23.23.164.218', 80]"
13867,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
13868,"['23.23.164.218', 80, '10.152.152.11', 40800]"
13869,"['10.152.152.11', 43379, '54.230.14.247', 80]"
13870,"['54.230.14.247', 80, '10.152.152.11', 43379]"
13871,"['10.152.152.11', 34790, '173.241.250.221', 80]"
13872,"['173.241.250.221', 80, '10.152.152.11', 34790]"
13873,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
13874,"['10.152.152.11', 59199, '104.244.43.236', 80]"
13875,"['10.152.152.11', 59292, '46.228.164.11', 80]"
13876,"['10.152.152.11', 43380, '54.230.14.247', 80]"
13877,"['10.152.152.11', 43376, '54.230.14.247', 80]"
13878,"['104.244.43.236', 80, '10.152.152.11', 59199]"
13879,"['46.228.164.11', 80, '10.152.152.11', 59292]"
13880,"['54.230.14.247', 80, '10.152.152.11', 43380]"
13881,"['54.230.14.247', 80, '10.152.152.11', 43376]"
13882,"['10.152.152.11', 43377, '54.230.14.247', 80]"
13883,"['54.230.14.247', 80, '10.152.152.11', 43377]"
13884,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
13885,"['10.152.152.11', 43378, '54.230.14.247', 80]"
13886,"['54.230.14.247', 80, '10.152.152.11', 43378]"
13887,"['23.23.164.218', 80, '10.152.152.11', 40800]"
13888,"['10.152.152.11', 40800, '23.23.164.218', 80]"
13889,"['10.152.152.11', 59261, '46.228.164.11', 80]"
13890,"['46.228.164.11', 80, '10.152.152.11', 59261]"
13891,"['10.152.152.11', 54721, '54.221.220.140', 80]"
13892,"['54.221.220.140', 80, '10.152.152.11', 54721]"
13893,"['10.152.152.11', 50658, '52.21.118.252', 80]"
13894,"['52.21.118.252', 80, '10.152.152.11', 50658]"
13895,"['10.152.152.11', 44738, '2.20.189.9', 80]"
13896,"['2.20.189.9', 80, '10.152.152.11', 44738]"
13897,"['10.152.152.11', 60353, '52.70.118.59', 80]"
13898,"['52.70.118.59', 80, '10.152.152.11', 60353]"
13899,"['10.152.152.11', 38918, '173.194.116.131', 80]"
13900,"['173.194.116.131', 80, '10.152.152.11', 38918]"
13901,"['10.152.152.11', 38918, '173.194.116.131', 80]"
13902,"['10.152.152.11', 43321, '46.137.81.30', 80]"
13903,"['46.137.81.30', 80, '10.152.152.11', 43321]"
13904,"['10.152.152.11', 57795, '173.241.248.220', 80]"
13905,"['173.241.248.220', 80, '10.152.152.11', 57795]"
13906,"['10.152.152.11', 56274, '54.251.136.58', 80]"
13907,"['10.152.152.11', 56277, '54.251.136.58', 80]"
13908,"['54.251.136.58', 80, '10.152.152.11', 56274]"
13909,"['54.251.136.58', 80, '10.152.152.11', 56277]"
13910,"['10.152.152.11', 56278, '54.251.136.58', 80]"
13911,"['54.251.136.58', 80, '10.152.152.11', 56278]"
13912,"['10.152.152.11', 56273, '54.251.136.58', 80]"
13913,"['54.251.136.58', 80, '10.152.152.11', 56273]"
13914,"['10.152.152.11', 42308, '46.4.104.106', 80]"
13915,"['46.4.104.106', 80, '10.152.152.11', 42308]"
13916,"['10.152.152.11', 56275, '54.251.136.58', 80]"
13917,"['54.251.136.58', 80, '10.152.152.11', 56275]"
13918,"['10.152.152.11', 43282, '173.194.112.185', 80]"
13919,"['173.194.112.185', 80, '10.152.152.11', 43282]"
13920,"['10.152.152.11', 43266, '173.194.112.185', 80]"
13921,"['173.194.112.185', 80, '10.152.152.11', 43266]"
13922,"['10.152.152.11', 56221, '198.47.127.11', 80]"
13923,"['198.47.127.11', 80, '10.152.152.11', 56221]"
13924,"['10.152.152.11', 43281, '173.194.112.185', 80]"
13925,"['173.194.112.185', 80, '10.152.152.11', 43281]"
13926,"['10.152.152.11', 53416, '23.14.95.99', 80]"
13927,"['23.14.95.99', 80, '10.152.152.11', 53416]"
13928,"['10.152.152.11', 56276, '54.251.136.58', 80]"
13929,"['54.251.136.58', 80, '10.152.152.11', 56276]"
13930,"['10.152.152.11', 53205, '72.21.81.253', 80]"
13931,"['72.21.81.253', 80, '10.152.152.11', 53205]"
13932,"['23.14.95.99', 80, '10.152.152.11', 53416]"
13933,"['10.152.152.11', 53416, '23.14.95.99', 80]"
13934,"['10.152.152.11', 42579, '54.169.46.48', 80]"
13935,"['54.169.46.48', 80, '10.152.152.11', 42579]"
13936,"['10.152.152.11', 42579, '54.169.46.48', 80]"
13937,"['10.152.152.11', 48325, '2.20.188.186', 80]"
13938,"['2.20.188.186', 80, '10.152.152.11', 48325]"
13939,"['10.152.152.11', 53207, '72.21.81.253', 80]"
13940,"['72.21.81.253', 80, '10.152.152.11', 53207]"
13941,"['10.152.152.11', 60037, '46.134.193.35', 80]"
13942,"['46.134.193.35', 80, '10.152.152.11', 60037]"
13943,"['10.152.152.11', 49012, '23.14.95.96', 80]"
13944,"['23.14.95.96', 80, '10.152.152.11', 49012]"
13945,"['10.152.152.11', 58812, '104.244.42.136', 443]"
13946,"['104.244.42.136', 443, '10.152.152.11', 58812]"
13947,"['104.244.42.136', 443, '10.152.152.11', 58812]"
13948,"['10.152.152.11', 58812, '104.244.42.136', 443]"
13949,"['10.152.152.11', 37019, '173.194.116.141', 80]"
13950,"['173.194.116.141', 80, '10.152.152.11', 37019]"
13951,"['10.152.152.11', 39132, '185.31.17.249', 80]"
13952,"['185.31.17.249', 80, '10.152.152.11', 39132]"
13953,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
13954,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
13955,"['10.152.152.11', 53204, '72.21.81.253', 80]"
13956,"['72.21.81.253', 80, '10.152.152.11', 53204]"
13957,"['10.152.152.11', 50256, '173.241.250.219', 80]"
13958,"['173.241.250.219', 80, '10.152.152.11', 50256]"
13959,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
13960,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
13961,"['10.152.152.11', 51218, '46.134.193.103', 443]"
13962,"['46.134.193.103', 443, '10.152.152.11', 51218]"
13963,"['10.152.152.11', 53206, '72.21.81.253', 80]"
13964,"['72.21.81.253', 80, '10.152.152.11', 53206]"
13965,"['10.152.152.11', 47609, '104.16.87.26', 80]"
13966,"['104.16.87.26', 80, '10.152.152.11', 47609]"
13967,"['46.134.193.103', 443, '10.152.152.11', 51218]"
13968,"['10.152.152.11', 51218, '46.134.193.103', 443]"
13969,"['46.134.193.103', 443, '10.152.152.11', 51218]"
13970,"['10.152.152.11', 51218, '46.134.193.103', 443]"
13971,"['46.134.193.103', 443, '10.152.152.11', 51218]"
13972,"['10.152.152.11', 52018, '23.14.95.106', 80]"
13973,"['23.14.95.106', 80, '10.152.152.11', 52018]"
13974,"['10.152.152.11', 44793, '2.20.189.9', 80]"
13975,"['2.20.189.9', 80, '10.152.152.11', 44793]"
13976,"['10.152.152.11', 44738, '2.20.189.9', 80]"
13977,"['10.152.152.11', 59199, '104.244.43.236', 80]"
13978,"['2.20.189.9', 80, '10.152.152.11', 44738]"
13979,"['10.152.152.11', 44738, '2.20.189.9', 80]"
13980,"['104.244.43.236', 80, '10.152.152.11', 59199]"
13981,"['10.152.152.11', 59199, '104.244.43.236', 80]"
13982,"['10.152.152.11', 42591, '208.100.17.174', 80]"
13983,"['208.100.17.174', 80, '10.152.152.11', 42591]"
13984,"['10.152.152.11', 50284, '173.241.250.219', 80]"
13985,"['173.241.250.219', 80, '10.152.152.11', 50284]"
13986,"['10.152.152.11', 60042, '46.134.193.35', 80]"
13987,"['46.134.193.35', 80, '10.152.152.11', 60042]"
13988,"['10.152.152.11', 57742, '23.35.109.37', 80]"
13989,"['23.35.109.37', 80, '10.152.152.11', 57742]"
13990,"['10.152.152.11', 33073, '52.90.81.241', 80]"
13991,"['52.90.81.241', 80, '10.152.152.11', 33073]"
13992,"['10.152.152.11', 40669, '185.31.17.175', 80]"
13993,"['185.31.17.175', 80, '10.152.152.11', 40669]"
13994,"['10.152.152.11', 43396, '185.57.60.185', 80]"
13995,"['185.57.60.185', 80, '10.152.152.11', 43396]"
13996,"['10.152.152.11', 38272, '192.230.68.216', 80]"
13997,"['192.230.68.216', 80, '10.152.152.11', 38272]"
13998,"['10.152.152.11', 60928, '131.202.240.56', 80]"
13999,"['131.202.240.56', 80, '10.152.152.11', 60928]"
14000,"['10.152.152.11', 56277, '54.251.136.58', 80]"
14001,"['10.152.152.11', 56278, '54.251.136.58', 80]"
14002,"['10.152.152.11', 42308, '46.4.104.106', 80]"
14003,"['10.152.152.11', 56273, '54.251.136.58', 80]"
14004,"['10.152.152.11', 56274, '54.251.136.58', 80]"
14005,"['10.152.152.11', 56275, '54.251.136.58', 80]"
14006,"['54.251.136.58', 80, '10.152.152.11', 56277]"
14007,"['10.152.152.11', 56277, '54.251.136.58', 80]"
14008,"['54.251.136.58', 80, '10.152.152.11', 56278]"
14009,"['10.152.152.11', 56278, '54.251.136.58', 80]"
14010,"['46.4.104.106', 80, '10.152.152.11', 42308]"
14011,"['10.152.152.11', 42308, '46.4.104.106', 80]"
14012,"['54.251.136.58', 80, '10.152.152.11', 56273]"
14013,"['10.152.152.11', 56273, '54.251.136.58', 80]"
14014,"['54.251.136.58', 80, '10.152.152.11', 56274]"
14015,"['10.152.152.11', 56274, '54.251.136.58', 80]"
14016,"['54.251.136.58', 80, '10.152.152.11', 56275]"
14017,"['10.152.152.11', 56275, '54.251.136.58', 80]"
14018,"['10.152.152.11', 43167, '173.194.112.185', 80]"
14019,"['173.194.112.185', 80, '10.152.152.11', 43167]"
14020,"['10.152.152.11', 43320, '46.137.81.30', 80]"
14021,"['10.152.152.11', 56669, '46.228.164.13', 80]"
14022,"['46.137.81.30', 80, '10.152.152.11', 43320]"
14023,"['46.228.164.13', 80, '10.152.152.11', 56669]"
14024,"['10.152.152.11', 53155, '54.72.194.249', 80]"
14025,"['54.72.194.249', 80, '10.152.152.11', 53155]"
14026,"['10.152.152.11', 53361, '173.194.116.143', 443]"
14027,"['173.194.116.143', 443, '10.152.152.11', 53361]"
14028,"['10.152.152.11', 53156, '54.72.194.249', 80]"
14029,"['54.72.194.249', 80, '10.152.152.11', 53156]"
14030,"['173.194.116.143', 443, '10.152.152.11', 53361]"
14031,"['10.152.152.11', 53361, '173.194.116.143', 443]"
