,spotifyAndrew.pcap
9149,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9150,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9151,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9152,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9153,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9154,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9155,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9156,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9157,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9158,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9159,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9160,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9161,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9162,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9163,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9164,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9165,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9166,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9167,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9168,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9169,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9170,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9171,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9172,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9173,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9174,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9175,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9176,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9177,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9178,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9179,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9180,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9181,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9182,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9183,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9184,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9185,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9186,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9187,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9188,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9189,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9190,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9191,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9192,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9193,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9194,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9195,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9196,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9197,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9198,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9199,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9200,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9201,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9202,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9203,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9204,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9205,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9206,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9207,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9208,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9209,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9210,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9211,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9212,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9213,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9214,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9215,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9216,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9217,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9218,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9219,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9220,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9221,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9222,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9223,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9224,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9225,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9226,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9227,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9228,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9229,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9230,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9231,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9232,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9233,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9234,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9235,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9236,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9237,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9238,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9239,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9240,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9241,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9242,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9243,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9244,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9245,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9246,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9247,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9248,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9249,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9250,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9251,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9252,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9253,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9254,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9255,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9256,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9257,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9258,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9259,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9260,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9261,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9262,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9263,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9264,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9265,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9266,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9267,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9268,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9269,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9270,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9271,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9272,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9273,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9274,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9275,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9276,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9277,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9278,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9279,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9280,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9281,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9282,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9283,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9284,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9285,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9286,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9287,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9288,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9289,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9290,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9291,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9292,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9293,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9294,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9295,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9296,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9297,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9298,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9299,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9300,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9301,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9302,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9303,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9304,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9305,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9306,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9307,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9308,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9309,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9310,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9311,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9312,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9313,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9314,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9315,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9316,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9317,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9318,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9319,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9320,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9321,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9322,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9323,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9324,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9325,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9326,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9327,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9328,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9329,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9330,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9331,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9332,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9333,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9334,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9335,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9336,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9337,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9338,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9339,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9340,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9341,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9342,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9343,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9344,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9345,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9346,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9347,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9348,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9349,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9350,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9351,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9352,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9353,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9354,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9355,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9356,"['10.152.152.11', 'xxxx', '10.152.191.255', 'xxxx']"
9357,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9358,"['10.152.152.11', 45413, '68.232.34.151', 80]"
9359,"['68.232.34.151', 80, '10.152.152.11', 45413]"
9360,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9361,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9362,"['10.152.152.11', 'xxxx', '10.152.191.255', 'xxxx']"
9363,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9364,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9365,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9366,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9367,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9368,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9369,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9370,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9371,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9372,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9373,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9374,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9375,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9376,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9377,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9378,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9379,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9380,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9381,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9382,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9383,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9384,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9385,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9386,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9387,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9388,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9389,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9390,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9391,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9392,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9393,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9394,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9395,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9396,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9397,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9398,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9399,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9400,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9401,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9402,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9403,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9404,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9405,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9406,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9407,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9408,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9409,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9410,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9411,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9412,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9413,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9414,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9415,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9416,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9417,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9418,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9419,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9420,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9421,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9422,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9423,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9424,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9425,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9426,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9427,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9428,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9429,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9430,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9431,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9432,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9433,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9434,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
9435,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9436,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9437,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9438,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9439,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
9440,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9441,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9442,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9443,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9444,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9445,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9446,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9447,"['194.132.197.178', 4070, '10.152.152.11', 55157]"
9448,"['10.152.152.11', 55157, '194.132.197.178', 4070]"
9449,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9450,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9451,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9452,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9453,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9454,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9455,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9456,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9457,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9458,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9459,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9460,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9461,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9462,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9463,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9464,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9465,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9466,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9467,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9468,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9469,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9470,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9471,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9472,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9473,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9474,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9475,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9476,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9477,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9478,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9479,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9480,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9481,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9482,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9483,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9484,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9485,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9486,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9487,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9488,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9489,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9490,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9491,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9492,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9493,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9494,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9495,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9496,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9497,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9498,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9499,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9500,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9501,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9502,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9503,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9504,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9505,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9506,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9507,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9508,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9509,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9510,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9511,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9512,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9513,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9514,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9515,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9516,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9517,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9518,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9519,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9520,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9521,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9522,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9523,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9524,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9525,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9526,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9527,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9528,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9529,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9530,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9531,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9532,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9533,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9534,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9535,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9536,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9537,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9538,"['68.232.34.151', 80, '10.152.152.11', 45414]"
9539,"['10.152.152.11', 45414, '68.232.34.151', 80]"
9540,"['68.232.34.151', 80, '10.152.152.11', 45414]"
