,Email_IMAP_filetransfer.pcap
19116,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19117,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19118,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19119,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19120,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19121,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19122,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19123,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19124,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19125,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19126,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19127,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19128,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19129,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19130,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19131,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19132,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19133,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19134,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19135,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19136,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19137,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19138,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19139,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19140,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19141,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19142,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19143,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19144,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19145,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19146,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19147,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19148,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19149,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19150,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19151,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19152,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19153,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19154,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19155,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19156,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19157,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19158,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19159,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19160,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19161,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19162,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19163,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19164,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19165,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19166,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19167,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19168,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19169,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19170,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19171,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19172,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19173,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19174,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19175,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19176,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19177,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19178,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19179,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19180,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19181,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19182,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19183,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19184,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19185,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19186,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19187,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19188,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19189,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19190,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19191,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19192,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19193,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19194,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19195,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19196,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19197,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19198,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19199,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19200,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19201,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19202,"['10.152.152.11', 34780, '64.233.184.16', 993]"
19203,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19204,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19205,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19206,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19207,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19208,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19209,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19210,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19211,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19212,"['10.152.152.11', 34780, '64.233.184.16', 993]"
19213,"['10.152.152.11', 34780, '64.233.184.16', 993]"
19214,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19215,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19216,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19217,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19218,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19219,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19220,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19221,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19222,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19223,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19224,"['10.152.152.11', 34780, '64.233.184.16', 993]"
19225,"['10.152.152.11', 34780, '64.233.184.16', 993]"
19226,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19227,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19228,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19229,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19230,"['10.152.152.11', 34780, '64.233.184.16', 993]"
19231,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19232,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19233,"['10.152.152.11', 34780, '64.233.184.16', 993]"
19234,"['10.152.152.11', 34780, '64.233.184.16', 993]"
19235,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19236,"['10.152.152.11', 34780, '64.233.184.16', 993]"
19237,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19238,"['64.233.184.16', 993, '10.152.152.11', 34780]"
19239,"['10.152.152.11', 34780, '64.233.184.16', 993]"
19240,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19241,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
19242,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
19243,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19244,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19245,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19246,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19247,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
19248,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
19249,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19250,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19251,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19252,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19253,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19254,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19255,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19256,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19257,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
19258,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
19259,"['10.152.152.11', 47759, '216.58.211.10', 443]"
19260,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19261,"['10.152.152.11', 47759, '216.58.211.10', 443]"
19262,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19263,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19264,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
19265,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
19266,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19267,"['10.152.152.11', 47759, '216.58.211.10', 443]"
19268,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19269,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19270,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19271,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19272,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19273,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19274,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19275,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19276,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19277,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19278,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19279,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19280,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19281,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19282,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19283,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19284,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19285,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19286,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19287,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19288,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19289,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19290,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19291,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19292,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19293,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19294,"['10.152.152.11', 39237, '64.233.167.16', 465]"
19295,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19296,"['64.233.167.16', 465, '10.152.152.11', 39237]"
19297,"['10.152.152.11', 34771, '64.233.184.16', 993]"
19298,"['64.233.184.16', 993, '10.152.152.11', 34771]"
19299,"['64.233.184.16', 993, '10.152.152.11', 34771]"
19300,"['10.152.152.11', 34771, '64.233.184.16', 993]"
19301,"['10.152.152.11', 34771, '64.233.184.16', 993]"
19302,"['10.152.152.11', 34771, '64.233.184.16', 993]"
19303,"['64.233.184.16', 993, '10.152.152.11', 34771]"
19304,"['64.233.184.16', 993, '10.152.152.11', 34771]"
19305,"['10.152.152.11', 34771, '64.233.184.16', 993]"
19306,"['64.233.184.16', 993, '10.152.152.11', 34771]"
19307,"['64.233.184.16', 993, '10.152.152.11', 34771]"
19308,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
19309,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
19310,"['10.152.152.11', 34771, '64.233.184.16', 993]"
19311,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
19312,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
19313,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19314,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19315,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19316,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19317,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19318,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19319,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19320,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19321,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19322,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19323,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19324,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19325,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19326,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
19327,"['10.152.152.11', 47759, '216.58.211.10', 443]"
19328,"['10.152.152.11', 47759, '216.58.211.10', 443]"
19329,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19330,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19331,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
19332,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19333,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
19334,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
19335,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19336,"['10.152.152.11', 47759, '216.58.211.10', 443]"
19337,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19338,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19339,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19340,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19341,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19342,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19343,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19344,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19345,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19346,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19347,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19348,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19349,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19350,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19351,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19352,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19353,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19354,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19355,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19356,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19357,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19358,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19359,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19360,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19361,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19362,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19363,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19364,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19365,"['64.233.184.16', 993, '10.152.152.11', 34784]"
19366,"['10.152.152.11', 34784, '64.233.184.16', 993]"
19367,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19368,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19369,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19370,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19371,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19372,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19373,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19374,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19375,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19376,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19377,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19378,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19379,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19380,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19381,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19382,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19383,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19384,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19385,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19386,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19387,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
19388,"['10.152.152.11', 47759, '216.58.211.10', 443]"
19389,"['10.152.152.11', 47759, '216.58.211.10', 443]"
19390,"['10.152.152.11', 'xxxx', '10.152.152.10', 'xxxx']"
19391,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19392,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19393,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19394,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19395,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19396,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19397,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
19398,"['10.152.152.10', 'xxxx', '10.152.152.11', 'xxxx']"
19399,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19400,"['10.152.152.11', 47759, '216.58.211.10', 443]"
19401,"['216.58.211.10', 443, '10.152.152.11', 47759]"
19402,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19403,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19404,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19405,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19406,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19407,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19408,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19409,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19410,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19411,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19412,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19413,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19414,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19415,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19416,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19417,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19418,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19419,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19420,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19421,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19422,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19423,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19424,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19425,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19426,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19427,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19428,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19429,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19430,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19431,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19432,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19433,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19434,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19435,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19436,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19437,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19438,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19439,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19440,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19441,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19442,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19443,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19444,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19445,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19446,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19447,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19448,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19449,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19450,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19451,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19452,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19453,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19454,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19455,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19456,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19457,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19458,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19459,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19460,"['10.152.152.11', 39239, '64.233.167.16', 465]"
19461,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19462,"['64.233.167.16', 465, '10.152.152.11', 39239]"
19463,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19464,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19465,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19466,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19467,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19468,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19469,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19470,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19471,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19472,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19473,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19474,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19475,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19476,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19477,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19478,"['10.152.152.11', 49496, '64.233.164.16', 993]"
19479,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19480,"['64.233.164.16', 993, '10.152.152.11', 49496]"
19481,"['64.233.164.16', 993, '10.152.152.11', 49496]"
