,skypechat.pcap
2198,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2199,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2200,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2201,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2202,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2203,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2204,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2205,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2206,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2207,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2208,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2209,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2210,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2211,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2212,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2213,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2214,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2215,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2216,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2217,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2218,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2219,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2220,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2221,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2222,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2223,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2224,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2225,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2226,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2227,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2228,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2229,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2230,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2231,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2232,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2233,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2234,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2235,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2236,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2237,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2238,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2239,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2240,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2241,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2242,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2243,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2244,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2245,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2246,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2247,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2248,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2249,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2250,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2251,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2252,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2253,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2254,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2255,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2256,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2257,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2258,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2259,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2260,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2261,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2262,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2263,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2264,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2265,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2266,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2267,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2268,"['xx.xx.xx.xx', 'xxxx', 'xx.xx.xx.xx', 'xxxx']"
2269,"['xx.xx.xx.xx', 'xxxx', 'xx.xx.xx.xx', 'xxxx']"
2270,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2271,"['10.152.152.11', 39531, '173.51.119.15', 39202]"
2272,"['173.51.119.15', 39202, '10.152.152.11', 39531]"
2273,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2274,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2275,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2276,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2277,"['10.152.152.11', 42393, '23.24.13.89', 17062]"
2278,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2279,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2280,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2281,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2282,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2283,"['10.152.152.11', 42393, '23.24.13.89', 17062]"
2284,"['10.152.152.11', 42522, '68.132.20.177', 46455]"
2285,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2286,"['23.24.13.89', 17062, '10.152.152.11', 42393]"
2287,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2288,"['10.152.152.11', 42522, '68.132.20.177', 46455]"
2289,"['10.152.152.11', 42522, '68.132.20.177', 46455]"
2290,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2291,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2292,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2293,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2294,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2295,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2296,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2297,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2298,"['10.152.152.11', 36515, '216.24.87.150', 14887]"
2299,"['216.24.87.150', 14887, '10.152.152.11', 36515]"
2300,"['10.152.152.11', 36515, '216.24.87.150', 14887]"
2301,"['10.152.152.11', 36515, '216.24.87.150', 14887]"
2302,"['216.24.87.150', 14887, '10.152.152.11', 36515]"
2303,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2304,"['10.152.152.11', 42522, '68.132.20.177', 46455]"
2305,"['10.152.152.11', 42522, '68.132.20.177', 46455]"
2306,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2307,"['10.152.152.11', 42522, '68.132.20.177', 46455]"
2308,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2309,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2310,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2311,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2312,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2313,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2314,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2315,"['10.152.152.11', 36515, '216.24.87.150', 14887]"
2316,"['216.24.87.150', 14887, '10.152.152.11', 36515]"
2317,"['10.152.152.11', 36515, '216.24.87.150', 14887]"
2318,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2319,"['10.152.152.11', 42522, '68.132.20.177', 46455]"
2320,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2321,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2322,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2323,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2324,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2325,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2326,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2327,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2328,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2329,"['10.152.152.11', 42522, '68.132.20.177', 46455]"
2330,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2331,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2332,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2333,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2334,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2335,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
2336,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
2337,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
2338,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
2339,"['157.56.126.111', 443, '10.152.152.11', 53178]"
2340,"['10.152.152.11', 53178, '157.56.126.111', 443]"
2341,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
2342,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
2343,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2344,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2345,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2346,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2347,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2348,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2349,"['xx.xx.xx.xx', 'xxxx', 'xx.xx.xx.xx', 'xxxx']"
2350,"['xx.xx.xx.xx', 'xxxx', 'xx.xx.xx.xx', 'xxxx']"
2351,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2352,"['10.152.152.11', 36513, '216.24.87.150', 14887]"
2353,"['10.152.152.11', 52261, '108.2.111.148', 27863]"
2354,"['216.24.87.150', 14887, '10.152.152.11', 36513]"
2355,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2356,"['10.152.152.11', 42522, '68.132.20.177', 46455]"
2357,"['108.2.111.148', 27863, '10.152.152.11', 52261]"
2358,"['10.152.152.11', 52261, '108.2.111.148', 27863]"
2359,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2360,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2361,"['10.152.152.11', 52261, '108.2.111.148', 27863]"
2362,"['108.2.111.148', 27863, '10.152.152.11', 52261]"
2363,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2364,"['10.152.152.11', 42522, '68.132.20.177', 46455]"
2365,"['10.152.152.11', 53171, '5.65.183.7', 53748]"
2366,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2367,"['68.132.20.177', 46455, '10.152.152.11', 42522]"
2368,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2369,"['10.152.152.11', 53171, '5.65.183.7', 53748]"
2370,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2371,"['10.152.152.11', 53171, '5.65.183.7', 53748]"
2372,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2373,"['108.2.111.148', 27863, '10.152.152.11', 52261]"
2374,"['10.152.152.11', 52261, '108.2.111.148', 27863]"
2375,"['10.152.152.11', 52261, '108.2.111.148', 27863]"
2376,"['108.2.111.148', 27863, '10.152.152.11', 52261]"
2377,"['108.2.111.148', 27863, '10.152.152.11', 52261]"
2378,"['10.152.152.11', 52261, '108.2.111.148', 27863]"
2379,"['108.2.111.148', 27863, '10.152.152.11', 52261]"
2380,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2381,"['10.152.152.11', 53171, '5.65.183.7', 53748]"
2382,"['10.152.152.11', 53171, '5.65.183.7', 53748]"
2383,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2384,"['108.2.111.148', 27863, '10.152.152.11', 52261]"
2385,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2386,"['10.152.152.11', 53171, '5.65.183.7', 53748]"
2387,"['10.152.152.11', 52261, '108.2.111.148', 27863]"
2388,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2389,"['108.2.111.148', 27863, '10.152.152.11', 52261]"
2390,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2391,"['10.152.152.11', 53171, '5.65.183.7', 53748]"
2392,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2393,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2394,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2395,"['10.152.152.11', 53171, '5.65.183.7', 53748]"
2396,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2397,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2398,"['108.2.111.148', 27863, '10.152.152.11', 52261]"
2399,"['10.152.152.11', 60705, '5.178.135.69', 53262]"
2400,"['10.152.152.11', 52261, '108.2.111.148', 27863]"
2401,"['10.152.152.11', 53171, '5.65.183.7', 53748]"
2402,"['5.178.135.69', 53262, '10.152.152.11', 60705]"
2403,"['108.2.111.148', 27863, '10.152.152.11', 52261]"
2404,"['5.65.183.7', 53748, '10.152.152.11', 53171]"
2405,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
2406,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
2407,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
2408,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
2409,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
2410,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
2411,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
2412,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
2413,"['10.152.152.11', 32826, '157.55.130.151', 40015]"
2414,"['157.55.130.151', 40015, '10.152.152.11', 32826]"
